book_id,isbn,isbn13,authors,publication_year,title,language_code,average_rating,image_url
4665,1416914161,9.78E+12,D.J. MacHale,2007,The Pilgrims of Rayne,,4.14,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4666,1439165645,9.78E+12,Richard C. Morais,2008,The Hundred-Foot Journey,en-US,3.54,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4667,399250573,9.78E+12,Anthony Horowitz,2011,Scorpia Rising,eng,4.29,https://images.gr-assets.com/books/1417405144m/8435445.jpg
4668,61944343,9.78E+12,Lincoln Peirce,2010,Big Nate: In a Class By Himself,en-US,4.16,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4669,61232920,9.78E+12,Meg Cabot,2008,Forever Princess,,4.08,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4670,688156819,9.78E+12,Tim Burton,1997,The Melancholy Death of Oyster Boy and Other Stories,en-US,4.13,https://images.gr-assets.com/books/1338646527m/519112.jpg
4671,037570504X,9.78E+12,Edwidge Danticat,1994,"Breath, Eyes, Memory ",eng,3.86,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4672,811216543,9.78E+12,"Louis-Ferdinand Céline, Ralph Manheim, William T. Vollmann",1932,Voyage au bout de la nuit,eng,4.25,https://images.gr-assets.com/books/1462934409m/12395.jpg
4673,,,Michael Connelly,2009,The Scarecrow ,eng,4.03,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4674,1476727910,9.78E+12,Matt Haig,2013,The Humans,eng,4.07,https://images.gr-assets.com/books/1353739654m/16130537.jpg
4675,399250565,9.78E+12,Anthony Horowitz,2009,Crocodile Tears,eng,4.18,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4676,,9.79E+12,Essam Youssef,2008,1/4 جرام,ara,4.02,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4677,1590523172,9.78E+12,Shaunti Feldhahn,2004,For Women Only: What You Need to Know about the Inner Lives of Men,en-US,4.06,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4678,553479016,9.78E+12,"Dean Koontz, Keith Szarabajka",1998,Seize the Night,eng,4.07,https://images.gr-assets.com/books/1382311797m/21362.jpg
4679,60773758,9.78E+12,Lynsay Sands,2005,A Quick Bite,en-US,3.91,https://images.gr-assets.com/books/1410129015m/38568.jpg
4680,739439065,9.78E+12,Nora Roberts,2003,Key of Knowledge,eng,4.09,https://images.gr-assets.com/books/1282136458m/248682.jpg
4681,312971230,9.78E+12,Matthew Reilly,1998,Ice Station,eng,4.1,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4682,440217490,9.78E+12,Ken Follett,1993,A Dangerous Fortune,eng,3.99,https://images.gr-assets.com/books/1387637715m/825508.jpg
4683,143034359,9.78E+12,Jasper Fforde,2003,The Well of Lost Plots,eng,4.09,https://images.gr-assets.com/books/1304713470m/27001.jpg
4684,553585975,9.78E+12,Adam Smith,1776,An Inquiry into the Nature and Causes of the Wealth of Nations ,eng,3.87,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4685,61692042,9.78E+12,Richard Ford,2012,Canada,eng,3.49,https://images.gr-assets.com/books/1327927048m/12872236.jpg
4686,143037234,9.78E+12,Jasper Fforde,2005,The Big Over Easy,en-US,3.92,https://images.gr-assets.com/books/1432412758m/6628.jpg
4687,689859376,9.78E+12,"Holly Black, Tony DiTerlizzi",2000,The Seeing Stone,eng,3.87,https://images.gr-assets.com/books/1358701671m/519048.jpg
4688,140284583,9.78E+12,Antony Beevor,1998,"Stalingrad: The Fateful Siege, 1942–1943",eng,4.29,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4689,1421532018,9.78E+12,Kyousuke Motomi,2001,ビーストマスター 1,en-US,4.21,https://images.gr-assets.com/books/1256593259m/6419566.jpg
4690,743490096,9.78E+12,"Doreen Cronin, Betsy Lewin",2002,"Giggle, Giggle, Quack",en-US,4.19,https://images.gr-assets.com/books/1408923126m/191170.jpg
4691,865471185,9.78E+12,Beryl Markham,1942,West with the Night,en-US,4.18,https://images.gr-assets.com/books/1368204688m/1624.jpg
4692,1594489866,9.78E+12,Steven Galloway,2008,The Cellist of Sarajevo,eng,4.02,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4693,312351666,9.78E+12,Lisa Kleypas,2009,Smooth Talking Stranger  (Travis Family #3) ,eng,4.17,https://images.gr-assets.com/books/1388444124m/4066312.jpg
4694,399157530,9.78E+12,Betty White,2011,If You Ask Me: And of Course You Won't,eng,3.65,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4695,872204200,9.78E+12,"René Descartes, Donald A. Cress",1637,Discours de la Méthode suivi de Méditations Métaphysiques,eng,3.67,https://images.gr-assets.com/books/1405624402m/31862.jpg
4696,399155686,9.78E+12,Daniel Silva,2009,The Defector,eng,4.28,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4697,1451664125,9.78E+12,John Irving,2012,In One Person,,3.65,https://images.gr-assets.com/books/1379313446m/12758317.jpg
4698,553269224,9.78E+12,L.M. Montgomery,1921,Rilla of Ingleside,eng,4.16,https://images.gr-assets.com/books/1285712722m/433533.jpg
4699,385721706,9.78E+12,James Surowiecki,2004,The Wisdom of Crowds,eng,3.8,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4700,446612766,9.78E+12,"Douglas Preston, Lincoln Child",2003,"Still Life with Crows (Pendergast, #4)",eng,4.18,https://images.gr-assets.com/books/1169235780m/39033.jpg
4701,330376152,9.78E+12,James Herbert,1975,The Fog,,3.87,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4702,684845776,9.78E+12,"Anthony Robbins, Kenneth H. Blanchard, Jason Winters",1986,Unlimited Power : The New Science Of Personal Achievement,,4.21,https://images.gr-assets.com/books/1419212761m/8676.jpg
4703,446554960,9.78E+12,"Douglas Preston, Lincoln Child",2010,Fever Dream,eng,4.09,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4704,307401243,9.78E+12,Jeanette Winterson,2011,Why Be Happy When You Could Be Normal?,,3.94,https://images.gr-assets.com/books/1320512373m/11395597.jpg
4705,312650094,9.78E+12,Ann Aguirre,2012,Outpost,en-US,4.12,https://images.gr-assets.com/books/1343084394m/10193062.jpg
4706,1608198065,9.78E+12,Roz Chast,2014,Can't We Talk about Something More Pleasant?,eng,4.1,https://images.gr-assets.com/books/1421087235m/18594409.jpg
4707,60987464,9.78E+12,"Marilyn Manson, Neil Strauss",1998,The Long Hard Road Out of Hell,eng,3.88,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4708,,,BookRags,,,eng,4.59,https://images.gr-assets.com/books/1369340463m/9832370.jpg
4709,395137209,9.78E+12,Bernard Waber,1965,"Lyle, Lyle, Crocodile (Lyle the Crocodile)",eng,4.13,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4710,031619008X,9.78E+12,Gail Carriger,2013,Etiquette & Espionage,en-CA,3.79,https://images.gr-assets.com/books/1331952557m/10874177.jpg
4711,151012741,9.78E+12,"José Saramago, Margaret Jull Costa",2005,As Intermitências da Morte,eng,3.97,https://images.gr-assets.com/books/1327937800m/3018539.jpg
4712,590554085,9.78E+12,Tamora Pierce,1997,Sandry's Book,en-US,3.99,https://images.gr-assets.com/books/1328860148m/58889.jpg
4713,553589490,9.78E+12,Dean Koontz,1997,,en-US,3.77,https://images.gr-assets.com/books/1308459581m/16431.jpg
4714,1501142534,9.78E+12,"Fredrik Backman, Henning Koch, سمانه پرهیزکاری",2014,Britt-Marie var här,eng,4.07,https://images.gr-assets.com/books/1460442061m/27406704.jpg
4715,031026345X,9.78E+12,Rob Bell,2005,Velvet Elvis: Repainting the Christian Faith,,3.77,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4716,140183523,9.78E+12,"Rudyard Kipling, Edward Said",1901,Kim,eng,3.72,https://images.gr-assets.com/books/1387747342m/210834.jpg
4717,764224735,9.78E+12,Beverly  Lewis,1997,The Shunning,,4.13,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4718,451464966,9.78E+12,Anne Bishop,2013,Written in Red,eng,4.29,https://images.gr-assets.com/books/1411439502m/15711341.jpg
4719,393311198,9.78E+12,Nicholas Meyer,1974,"The Seven-Percent Solution: Being a Reprint from the Reminiscences of John H. Watson, MD",eng,4.14,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4720,439791464,9.78E+12,Suzanne Collins,2006,Gregor and the Marks of Secret,eng,4.21,https://images.gr-assets.com/books/1397854344m/319644.jpg
4721,525950796,9.78E+12,Timothy J. Keller,2008,The Prodigal God: Christianity Redefined Through the Parable of the Prodigal Sons,en-US,4.39,https://images.gr-assets.com/books/1427212055m/3116205.jpg
4722,679736042,9.78E+12,Peter Mayle,1991,Toujours Provence,eng,4,https://images.gr-assets.com/books/1411874268m/44255.jpg
4723,375759867,9.78E+12,Jonathan Harr,2005,The Lost Painting: The Quest for a Caravaggio Masterpiece,en-US,3.71,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4724,385534817,9.78E+12,Chris Bohjalian,2013,The Light in the Ruins,eng,3.65,https://images.gr-assets.com/books/1355182026m/16099189.jpg
4725,307594882,9.78E+12,Sonia Sotomayor,2013,,eng,4.03,https://images.gr-assets.com/books/1348791624m/13642929.jpg
4726,812536355,9.78E+12,Vernor Vinge,1998,A Deepness in the Sky,en-US,4.32,https://images.gr-assets.com/books/1217218691m/226004.jpg
4727,521657296,9.78E+12,"Immanuel Kant, Paul Guyer, Allen W. Wood",1781,Kritik der reinen Vernunft,eng,3.92,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4728,1579126294,9.78E+12,Agatha Christie,1950,A Murder is Announced,eng,3.96,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4729,810909650,9.78E+12,"Rien Poortvliet, Wil Huygen",1976,Leven en werken van de Kabouter,eng,4.01,https://images.gr-assets.com/books/1463189122m/926908.jpg
4730,425197484,9.78E+12,MaryJanice Davidson,2004,Undead and Unemployed,en-US,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4731,055338368X,9.78E+12,Steven Pressfield,1998,Gates of Fire: An Epic Novel of the Battle of Thermopylae,,4.4,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4732,1416527265,9.78E+12,Hester Browne,2005,The Little Lady Agency,eng,3.74,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4733,140432078,9.78E+12,John Stuart Mill,1859,On Liberty,eng,3.93,https://images.gr-assets.com/books/1459346459m/385228.jpg
4734,62225073,9.78E+12,Alan Cumming,2014,Not My Father's Son,eng,4,https://images.gr-assets.com/books/1429218612m/22934446.jpg
4735,1401322433,9.78E+12,Nigella Lawson,2007,Nigella Express: Good Food Fast,eng,3.96,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4736,,,D.M. Pulley,2015,,eng,3.79,https://images.gr-assets.com/books/1421800352m/22914448.jpg
4737,044657161X,9.78E+12,Jill Shalvis,2010,Simply Irresistible,eng,3.92,https://images.gr-assets.com/books/1323268405m/7863423.jpg
4738,425266516,9.78E+12,Sylvain Reynard,2013,Gabriel's redemption,eng,4.23,https://images.gr-assets.com/books/1366632463m/16247792.jpg
4739,1934964107,9.78E+12,Bryan Lee O'Malley,2009,"Scott Pilgrim, Volume 5: Scott Pilgrim Vs. the Universe",eng,4.33,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4740,805082115,9.78E+12,Atul Gawande,2007,Better: A Surgeon's Notes on Performance,en-US,4.19,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4741,,,Cherrie Lynn,2012,,en-GB,4.26,https://images.gr-assets.com/books/1342660909m/15748335.jpg
4742,,,Kylie Scott,2014,Play,eng,4.33,https://images.gr-assets.com/books/1393202794m/19095025.jpg
4743,470484233,9.78E+12,"Rebecca Housel, J. Jeremy Wisnewski, William Irwin",2009,"Twilight and Philosophy: Vampires, Vegetarians, and the Pursuit of Immortality (The Blackwell Philosophy and Pop Culture Series)",en-US,4.39,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4744,345032799,9.78E+12,Eric Berne,1964,Games People Play,en-US,3.81,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4745,449818438,9.78E+12,Brandon Sanderson,2013,Mitosis,eng,3.87,https://images.gr-assets.com/books/1385570447m/18966322.jpg
4746,192836382,9.78E+12,"Alexandre Dumas fils, David Coward",1848,La Dame aux camélias,eng,3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4747,1595549633,9.78E+12,Rachel Hauck,2012,The Wedding Dress,en-US,3.83,https://images.gr-assets.com/books/1327923985m/11942639.jpg
4748,786866020,9.78E+12,"Stephen C. Lundin, Harry Paul, John Christensen, Kenneth H. Blanchard",1996,Fish! A Remarkable Way to Boost Morale and Improve Results,eng,3.92,https://images.gr-assets.com/books/1393219562m/206309.jpg
4749,743449746,9.78E+12,Stephen E. Ambrose,1994,"D-Day June 6, 1944: The Climactic Battle of WWII",eng,4.25,https://images.gr-assets.com/books/1391798880m/49250.jpg
4750,547251270,9.78E+12,Linda Sue Park,2010,A Long Walk to Water,eng,4.23,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4751,61449180,9.78E+12,Michael  Grant,2013,Light,eng,4.4,https://images.gr-assets.com/books/1331533067m/8811139.jpg
4752,,,"Vi Keeland, Penelope Ward",2016,Stuck-Up Suit,eng,4.14,https://images.gr-assets.com/books/1456315337m/28477789.jpg
4753,345419677,9.78E+12,Philip José Farmer,1971,To Your Scattered Bodies Go,eng,3.94,https://images.gr-assets.com/books/1327657439m/189147.jpg
4754,515142867,9.78E+12,Nora Roberts,2001,Midnight Bayou,eng,3.96,https://images.gr-assets.com/books/1309200744m/114132.jpg
4755,156031191,9.78E+12,Mark Helprin,1983,Winter's Tale,en-US,3.5,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4756,1568650957,9.78E+12,Sidney Sheldon,1991,The Doomsday Conspiracy,eng,3.59,https://images.gr-assets.com/books/1408853925m/106646.jpg
4757,1423301854,9.78E+12,"J.D. Robb, Susan Ericksen",1996,Rapture in Death,,4.26,https://images.gr-assets.com/books/1347628556m/201175.jpg
4758,143036254,9.78E+12,Thomas Paine,1776,Common Sense,eng,3.97,https://images.gr-assets.com/books/1309209451m/161744.jpg
4759,767903579,9.78E+12,Adeline Yen Mah,1997,Falling Leaves: The Memoir of an Unwanted Chinese Daughter,eng,3.88,https://images.gr-assets.com/books/1423952608m/54529.jpg
4760,,,مصطفى محمود,1970,رحلتي من الشك إلى الإيمان,ara,4.03,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4761,1250011914,9.78E+12,C.C. Hunter,2012,Whispers at Moonrise ,eng,4.38,https://images.gr-assets.com/books/1331497103m/13416236.jpg
4762,030746363X,9.78E+12,Timothy Ferriss,2000,The 4-Hour Body,en-US,3.76,https://images.gr-assets.com/books/1351861578m/7148931.jpg
4763,375727019,9.78E+12,"Michel Houellebecq, Frank Wynne",1998,Les Particules élémentaires,eng,3.78,https://images.gr-assets.com/books/1403180525m/58314.jpg
4764,,,Georgia Cates,2013,Beauty from Surrender,eng,4.13,https://images.gr-assets.com/books/1367294723m/17314410.jpg
4765,785114777,9.78E+12,"Roy Thomas, Dick Giordano, Mark D. Beazley, Bram Stoker",2005,Stoker's Dracula ,,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4766,439014573,9.78E+12,Dav Pilkey,1997,The Adventures of Captain Underpants,eng,3.84,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4767,547564651,9.78E+12,Paul Tough,2012,"How Children Succeed: Grit, Curiosity, and the Hidden Power of Character",eng,3.91,https://images.gr-assets.com/books/1344730141m/13435889.jpg
4768,446677949,9.78E+12,Arthur C. Clarke,1979,The Fountains of Paradise,eng,3.96,https://images.gr-assets.com/books/1344265959m/149049.jpg
4769,670038342,9.78E+12,Elif Shafak,2006,Baba ve Piç,eng,3.79,https://images.gr-assets.com/books/1309282092m/98920.jpg
4770,307931900,9.78E+12,David Levithan,2013,Two Boys Kissing,eng,4.11,https://images.gr-assets.com/books/1364194940m/17237214.jpg
4771,61231401,9.78E+12,James Rollins,,,en-US,4.16,https://images.gr-assets.com/books/1340970015m/5171894.jpg
4772,1400043875,9.78E+12,Scott B. Smith,2006,The Ruins,en-US,3.5,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4773,60525657,9.78E+12,Erin Hunter,2004,A Dangerous Path,eng,4.42,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4774,449000753,9.78E+12,Michael Blake,1988,Dances with Wolves,eng,4.19,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4775,375814698,9.78E+12,Tamora Pierce,2009,"Bloodhound (Beka Cooper, #2)",eng,4.26,https://images.gr-assets.com/books/1320443071m/153779.jpg
4776,160751351X,9.78E+12,Brent Weeks,2009,The Night Angel Trilogy,eng,4.42,https://images.gr-assets.com/books/1450327994m/6122735.jpg
4777,675093244,9.78E+12,William Faulkner,1930,A Rose for Emily,eng,4.06,https://images.gr-assets.com/books/1487468453m/426025.jpg
4778,,,Anonymous,2001,Holy Bible English Standard Version,eng,4.66,https://images.gr-assets.com/books/1328227151m/5883777.jpg
4779,446400157,9.78E+12,Ellis Peters,1977,A Morbid Taste for Bones,en-US,3.99,https://images.gr-assets.com/books/1296427936m/321545.jpg
4780,019283410X,9.78E+12,"Giorgio Vasari, Julia Conway Bondanella, Peter Bondanella",1550,"Le Vite de' più eccellenti pittori, scultori, e architettori da Cimabue insino a' tempi nostri",eng,3.78,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4781,312934335,9.78E+12,Sherrilyn Kenyon,2005,Unleash the Night,en-US,4.34,https://images.gr-assets.com/books/1462051642m/84139.jpg
4782,747594155,9.78E+12,Angie Sage,2009,Syren,eng,4.1,https://images.gr-assets.com/books/1327949203m/4935682.jpg
4783,3453532988,9.78E+12,"Dmitry Glukhovsky, M. David Drevs",2005,Метро 2033,ger,3.98,https://images.gr-assets.com/books/1328809143m/5558786.jpg
4784,1741753597,9.78E+12,Christos Tsiolkas,2008,The Slap,eng,3.16,https://images.gr-assets.com/books/1330062364m/5396496.jpg
4785,64301389,9.78E+12,"Robert Henri, Forbes Watson, Margery A. Ryerson",1929,"The Art Spirit: Notes, Articles, Fragments of Letters and Talks to Students, Bearing on the Concept and Technique of Picture Making, the Study of Art Generally, and on Appreciation (Icon Editions)",eng,3.87,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4786,1611099692,9.78E+12,Marcus Sakey,2013,Brilliance,eng,3.95,https://images.gr-assets.com/books/1437159954m/17171909.jpg
4787,,,Camille Pagán,2015,,en-GB,3.82,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4788,571219357,9.78E+12,Jonathan Lethem,2003,The Fortress of Solitude,eng,3.87,https://images.gr-assets.com/books/1418677318m/9799.jpg
4789,553804820,9.78E+12,Dean Koontz,2007,The Darkest Evening of the Year,eng,3.71,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4790,374104107,9.78E+12,Jeff VanderMeer,2014,Authority ,eng,3.55,https://images.gr-assets.com/books/1403941730m/18077769.jpg
4791,689859406,9.78E+12,"Holly Black, Tony DiTerlizzi",2004,The Wrath of Mulgarath,en-US,3.92,https://images.gr-assets.com/books/1358702186m/277190.jpg
4792,61966908,9.78E+12,Caroline Preston,2011,,eng,3.72,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4793,385498802,9.78E+12,Myla Goldberg,2000,Bee Season,eng,3.55,https://images.gr-assets.com/books/1371912051m/251762.jpg
4794,60567112,9.78E+12,Karin Slaughter,2004,Indelible,eng,4.19,https://images.gr-assets.com/books/1299703450m/182012.jpg
4795,425098648,9.78E+12,Dean Koontz,1976,Night Chills,en-US,3.86,https://images.gr-assets.com/books/1308460533m/236208.jpg
4796,517543052,9.78E+12,"Ram Dass, Richard Alpert",1971,Be Here Now,en-US,4.27,https://images.gr-assets.com/books/1369858407m/29254.jpg
4797,425204200,9.78E+12,Patricia Cornwell,2004,Trace,eng,3.76,https://images.gr-assets.com/books/1310723816m/6530.jpg
4798,440243904,9.78E+12,Conn Iggulden,2007,Genghis: Birth of an Empire,en-US,4.34,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4799,345373529,9.78E+12,David Eddings,1990,The Ruby Knight,eng,3.96,https://images.gr-assets.com/books/1487687688m/291354.jpg
4800,60177241,9.78E+12,Clive Barker,1992,The Thief of Always,eng,4.18,https://images.gr-assets.com/books/1309239541m/32638.jpg
4801,553589385,9.78E+12,Lara Adrian,2007,Kiss of Crimson ,en-US,4.17,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4802,345497627,9.78E+12,Tess Gerritsen,2008,The Keepsake,en-US,4.09,https://images.gr-assets.com/books/1320502170m/2653622.jpg
4803,316219266,9.78E+12,Brad Stone,2013,,eng,4.06,https://images.gr-assets.com/books/1365394361m/17660462.jpg
4804,,,Brittainy C. Cherry,2015,The Air He Breathes,,4.2,https://images.gr-assets.com/books/1441375261m/25564446.jpg
4805,1416580948,9.78E+12,Kresley Cole,2009,Kiss of a Demon King ,eng,4.35,https://images.gr-assets.com/books/1357612809m/3585344.jpg
4806,553813153,9.78E+12,Steven Erikson,2006,The Bonehunters,eng,4.42,https://images.gr-assets.com/books/1399934281m/478951.jpg
4807,988695103,9.78E+12,Heidi McLaughlin,2012,,eng,4.04,https://images.gr-assets.com/books/1353074232m/16119079.jpg
4808,1477825940,9.78E+12,Charlie N. Holmberg,2014,The Glass Magician,,3.87,https://images.gr-assets.com/books/1410466975m/22341276.jpg
4809,9380658674,9.79E+12,Ashwin Sanghi,2010,Chanakya's Chant,eng,3.68,https://images.gr-assets.com/books/1327939570m/10098912.jpg
4810,312265050,9.78E+12,Norman Mailer,1948,The Naked and the Dead,eng,3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4811,019516895X,9.78E+12,James M. McPherson,1988,Battle Cry of Freedom,eng,4.32,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4812,307162346,9.78E+12,"Michael Teitelbaum, Sue DiCicco",1989,The Little Mermaid (Little Golden Storybook),,4.36,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4813,044661761X,9.78E+12,"James Patterson, Andrew Gross",2005,Lifeguard,,3.76,https://images.gr-assets.com/books/1344264201m/86424.jpg
4814,038573882X,9.78E+12,Rob Buyea,2010,,eng,4.34,https://images.gr-assets.com/books/1320456974m/7783920.jpg
4815,330398059,9.78E+12,Judy Blume,1974,Blubber,en-GB,3.78,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4816,61783196,9.78E+12,Jeaniene Frost,2011,"One Grave at a Time (Night Huntress, #6)",eng,4.25,https://images.gr-assets.com/books/1315175727m/7954556.jpg
4817,1937053164,9.78E+12,Jennifer L. Armentrout,2013,Apollyon,eng,4.4,https://images.gr-assets.com/books/1350101819m/9897164.jpg
4818,7288387,9.78E+12,Lindsey Kelk,2009,I Heart New York,en-US,3.84,https://images.gr-assets.com/books/1276963692m/6202661.jpg
4819,545040523,9.78E+12,Meg Cabot,2008,Airhead ,eng,3.77,https://images.gr-assets.com/books/1260574610m/2213324.jpg
4820,452281458,9.78E+12,"A.N. Roquelaure, Anne Rice",1985,"Beauty's Release (Sleeping Beauty, #3)",eng,3.71,https://images.gr-assets.com/books/1167595462m/25190.jpg
4821,152063846,9.78E+12,Beth Fantaskey,2000,Jessica's Guide to Dating on the Dark Side,en-US,3.85,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4822,871401525,9.78E+12,E.E. Cummings,1991,E.E. Cummings: Complete Poems 1904-1962,eng,4.35,https://images.gr-assets.com/books/1355093052m/26596.jpg
4823,609610570,9.78E+12,"Larry Bossidy, Ram Charan, Charles Burck",2009,,en-US,3.83,https://images.gr-assets.com/books/1350857284m/1635.jpg
4824,393240231,9.78E+12,Caitlin Doughty,2014,Smoke Gets in Your Eyes: And Other Lessons from the Crematory,eng,4.04,https://images.gr-assets.com/books/1416181987m/20663702.jpg
4825,399156585,9.78E+12,Daniel Silva,2010,The Rembrandt Affair,eng,4.26,https://images.gr-assets.com/books/1360176576m/7096123.jpg
4826,,,H.P. Lovecraft,1928,The Call of Cthulhu,eng,4.05,https://images.gr-assets.com/books/1377787655m/15730101.jpg
4827,61147974,9.78E+12,"Joe Hill, Christopher Golden",2005,20th Century Ghosts,en-US,3.95,https://images.gr-assets.com/books/1388224829m/373915.jpg
4828,375724508,9.78E+12,David Mitchell,1999,Ghostwritten,eng,4.06,https://images.gr-assets.com/books/1320415093m/6819.jpg
4829,,,Simon Wood,2015,The One That Got Away,eng,3.77,https://images.gr-assets.com/books/1421800005m/21219083.jpg
4830,159514322X,9.78E+12,Richelle Mead,2015,The Ruby Circle,eng,4.22,https://images.gr-assets.com/books/1409815340m/8709528.jpg
4831,316114278,9.78E+12,Grace Lin,2009,Where the Mountain Meets the Moon,eng,4.24,https://images.gr-assets.com/books/1344265026m/5983694.jpg
4832,087923573X,9.78E+12,Arthur Ransome,1930,Swallows and Amazons,eng,3.98,https://images.gr-assets.com/books/1277148503m/125190.jpg
4833,1402245793,9.78E+12,Olivia Cunning,2011,Rock Hard,eng,4.11,https://images.gr-assets.com/books/1295759548m/9442157.jpg
4834,,,Caitlin Moran,2014,How to Build a Girl,eng,3.69,https://images.gr-assets.com/books/1410131752m/20525628.jpg
4835,9793062924,9.79E+12,Andrea Hirata,2006,Sang Pemimpi,ind,4.09,https://images.gr-assets.com/books/1489733383m/1407874.jpg
